code,name,description,Source,Topic,Dataset,Unit of measure,Power code,periodicity,base_period,Derivation method,aggregation_method,Conceptual implications and limitations,Notes from original source,General comments,Reference period,Other data characteristics,geo_type
IT.MLT.MAIN.P2,Telephone lines (per 100 people),Telephone lines are fixed telephone lines that connect a subscriber's terminal equipment to the public switched telephone network and that have a port on a telephone exchange. Integrated services digital network channels ands fixed wireless subscribers are included.,"International Telecommunication Union, World Telecommunication/ICT Development Report and database, and World Bank estimates.",Infrastructure: Communications,,,,Annual,,,Weighted average,,,Please cite the International Telecommunication Union for thirdparty use of these data.,,,Country
IT.NET.BBND,Fixed broadband Internet subscribers,"Fixed broadband Internet subscribers are the number of broadband subscribers with a digital subscriber line, cable modem, or other highspeed technology.","International Telecommunication Union, World Telecommunication/ICT Development Report and database.",Infrastructure: Communications,,,,Annual,,,,,,Please cite the International Telecommunication Union for thirdparty use of these data.,,,Country
IT.NET.BBND.P2,Fixed broadband Internet subscribers (per 100 people),"Fixed broadband Internet subscribers are the number of broadband subscribers with a digital subscriber line, cable modem, or other highspeed technology.","International Telecommunication Union, World Telecommunication/ICT Development Report and database, and World Bank estimates.",Infrastructure: Communications,,,,Annual,,,Weighted average,,,Please cite the International Telecommunication Union for thirdparty use of these data.,,,Country
IT.NET.SECR,Secure Internet servers,Secure servers are servers using encryption technology in Internet transactions.,Netcraft (http://www.netcraft.com/).,Infrastructure: Communications,,,,Annual,,,Sum,,,,,,Country
IT.NET.SECR.P6,Secure Internet servers (per 1 million people),Secure servers are servers using encryption technology in Internet transactions.,Netcraft (http://www.netcraft.com/) and World Bank population estimates.,Infrastructure: Communications,,,,Annual,,,Weighted average,,,,,,Country
IT.NET.USER.P2,Internet users (per 100 people),Internet users are people with access to the worldwide network.,"International Telecommunication Union, World Telecommunication/ICT Development Report and database, and World Bank estimates.",Infrastructure: Communications,,,,Annual,,,Weighted average,,,Please cite the International Telecommunication Union for thirdparty use of these data.,,,Country
IT.PRT.NEWS.P3,"Daily newspapers (per 1,000 people)","Daily newspapers refer to those published at least four times a week and calculated as average circulation (or copies printed) per 1,000 people.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",Infrastructure: Communications,,,,Annual,,,Weighted average,,,,,,Country
LP.EXP.DURS.MD,"Lead time to export, median case (days)",Lead time to export is the median time (the value for 50 percent of shipments) from shipment point to port of loading.,"World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The",Private Sector & Trade: Trade facilitation,,,,Annual,,,Unweighted average,,,,,,Country
LP.IMP.DURS.MD,"Lead time to import, median case (days)",Lead time to import is the median time (the value for 50 percent of shipments) from port of discharge to arrival at the consignee.,"World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The",Private Sector & Trade: Trade facilitation,,,,Annual,,,Unweighted average,,,,,,Country
LP.LPI.CUST.XQ,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),"Logistics professionals' perception of the efficiency of country's customs clearance processes (i.e. speed, simplicity and predictability of formalities), on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.","World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The",Private Sector & Trade: Trade facilitation,,,,Annual,,,Unweighted average,,,,,,Country
LP.LPI.INFR.XQ,Logistics performance index: Quality of trade and transportrelated infrastructure (1=low to 5=high),"Logistics professionals' perception of country's quality of trade and transport related infrastructure (e.g. ports, railroads, roads, information technology), on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.","World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The",Private Sector & Trade: Trade facilitation,,,,Annual,,,Unweighted average,,,,,,Country
LP.LPI.ITRN.XQ,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),"Logistics professionals' perception of the ease of arranging competitively priced shipments to a country, on a rating ranging from 1 (very difficult) to 5 (very easy). Scores are averaged across all respondents.","World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The",Private Sector & Trade: Trade facilitation,,,,Annual,,,Unweighted average,,,,,,Country
LP.LPI.LOGS.XQ,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),"Logistics professionals' perception of country's overall level of competence and quality of logistics services (e.g. transport operators, customs brokers), on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.","World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The",Private Sector & Trade: Trade facilitation,,,,Annual,,,Unweighted average,,,,,,Country
LP.LPI.OVRL.XQ,Logistics performance index: Overall (1=low to 5=high),"Logistics Performance Index overall score reflects perceptions of a country's logistics based on efficiency of customs clearance process, quality of trade and transportrelated infrastructure, ease of arranging competitively priced shipments, quality of logistics services, ability to track and trace consignments, and frequency with which shipments reach the consignee within the scheduled time. The index ranges from 1 to 5, with a higher score representing better performance.","World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The",Private Sector & Trade: Trade facilitation,,,,Annual,,,Unweighted average,,,,,,Country
